accelerator_x,accelerator_y,accelerator_z,magnetic_x,magnetic_y,magnetic_z,orientation_x,orientation_y,orientation_z,gyroscope_x,gyroscope_y,gyroscope_z,step,posX,posY
-0.23449707,-0.24327087,9.785049,-9.6206665,9.153748,-31.24237,55.20984,2.0724382,-0.73630124,0.041275024,-0.03439331,0.036361694,0,5,0
-0.10447693,-0.37886047,9.860825,-10.455322,7.4264526,-27.964783,55.299927,2.3528924,-0.7436695,-0.037719727,0.016723633,-0.002532959,0,5,0
-0.04386902,-0.23210144,9.9366,-13.264465,8.999634,-30.340576,55.08139,1.9210167,-0.6349782,-0.07029724,-0.002212524,0.033920288,0,5,0
-0.001602173,-0.31027222,10.052246,-9.689331,7.897949,-28.579712,55.16693,2.1473737,-0.62518376,-0.025299072,0.021408081,0.014984131,0,5,0
-0.1603241,-0.3517456,10.050644,-11.288452,8.320618,-28.842163,55.299927,2.3528924,-0.7436695,-0.047286987,0.013473511,-0.036727905,0,5,0
-0.2073822,-0.38204956,10.009979,-9.576416,7.2052,-28.808594,55.865906,2.615637,-1.0327518,-0.052581787,0.015899658,-0.02003479,0,5,0
-0.22732544,-0.42033386,10.069794,-9.576416,7.2052,-28.808594,55.865906,2.615637,-1.0327518,0.004638672,0.029953003,-0.003341675,0,5,0
-0.2073822,-0.27757263,9.954941,-10.316467,6.8237305,-27.80304,55.563385,2.5083075,-0.78666055,-0.026107788,0.04359436,-0.018814087,0,5,0
-0.1986084,-0.45463562,10.045074,-10.322571,9.214783,-27.912903,55.85916,2.5765052,-1.1525437,0.026824951,-0.004455566,0.006225586,0,5,0
-0.13479614,-0.40997314,9.809769,-10.768127,7.058716,-28.520203,55.974487,2.495992,-1.1374605,0.028045654,0.007965088,-0.021057129,0,5,0
-0.30628967,-0.39640808,9.841675,-11.143494,8.581543,-27.651978,56.478333,2.4698095,-1.2698277,-0.016540527,0.043182373,0.005203247,0,5,0
-0.3461609,-0.4019928,9.9756775,-10.768127,7.058716,-28.520203,56.28827,2.4002757,-1.1207057,-0.025497437,0.018753052,-0.03265381,0,5,0
-0.33261108,-0.4139557,9.875183,-9.422302,8.311462,-27.308655,56.53601,2.5021555,-1.4585063,-0.10470581,-0.03378296,0.002563477,0,5,0
-0.22174072,-0.01914978,9.848862,-10.491943,9.65271,-31.636047,49.835663,0.23103848,-1.9333495,-0.027542114,-0.031936646,0.001342773,1,5,1
-0.34695435,-0.059814453,9.99881,-10.021973,9.980774,-31.37207,49.790314,0.69587874,-1.9759603,-0.12590027,0.06150818,-0.054244995,1,5,1
-0.4873352,-0.1060791,10.106491,-8.737183,9.048462,-28.863525,49.790314,0.69587874,-1.9759603,-0.07029724,0.023635864,-0.034072876,1,5,1
-0.40039062,-0.08534241,10.070602,-9.414673,8.833313,-28.819275,49.96933,0.97923684,-1.9962574,-0.014511108,-0.021774292,-0.018814087,1,5,1
-0.40278625,-0.10369873,10.023529,-8.854675,8.508301,-28.76892,50.048218,0.9125736,-1.9897301,0.008285522,-0.013015747,-0.01676941,1,5,1
-0.33180237,-0.15394592,9.926224,-8.192444,8.226013,-29.403687,50.048218,0.9125736,-1.9897301,0.015625,-0.027053833,-0.003753662,1,5,1
-0.33340454,-0.09811401,9.984451,-8.192444,8.226013,-29.403687,50.062378,0.8625665,-1.8986255,0.010528564,-0.008529663,-0.002532959,1,5,1
-0.29510498,-0.09411621,9.947754,-8.306885,7.823181,-29.478455,50.02832,0.7973738,-1.8740323,0.007476807,-0.003845215,-0.000488281,1,5,1
-0.22013855,-0.1531372,9.870392,-10.925293,8.921814,-29.138184,50.011322,0.7462888,-1.8428884,-0.027130127,-0.017074585,-0.008636475,1,5,1
-0.33659363,-0.12602234,10.160721,-10.925293,8.921814,-29.138184,50.16617,0.84566617,-1.728136,-0.013290405,0.002059937,-0.012710571,1,5,1
-0.23210144,-0.117248535,9.850449,-9.764099,8.912659,-27.961731,50.200653,0.87201935,-1.7529367,0.01928711,0.004501343,-0.017181396,1,5,1
-0.32702637,-0.11804199,9.867203,-10.527039,8.905029,-29.342651,50.348236,1.031817,-1.6345707,-0.08169556,-0.034805298,-0.004776001,1,5,1
-0.16430664,-0.2887268,9.989243,-11.390686,12.69989,-30.293274,48.017334,1.9876574,-0.6259595,0.01826477,-0.010360718,-0.025527954,2,5,2
-0.06539917,-0.2241211,9.778671,-10.528564,11.14502,-29.071045,47.902435,1.9108112,-0.5779157,0.000152588,-0.003646851,0.002761841,2,5,2
-0.05104065,-0.27438354,9.969299,-10.528564,11.14502,-29.071045,47.902435,1.9108112,-0.5779157,-0.05870056,0.0340271,-0.007827759,2,5,2
-0.023925781,-0.37806702,10.084152,-9.815979,9.3811035,-29.730225,47.882812,2.2329128,-0.6711674,-0.055236816,0.02709961,-0.02532959,2,5,2
-0.29830933,-0.3166504,10.04747,-11.091614,10.235596,-28.37677,47.882812,2.2329128,-0.6711674,0.020721436,0.023651123,-0.026748657,2,5,2
-0.13400269,-0.35414124,9.913467,-11.091614,10.235596,-28.37677,48.01523,2.1569285,-0.76472914,0.016647339,0.005111694,0.014373779,2,5,2
-0.119644165,-0.37727356,9.953339,-10.398865,11.018372,-30.111694,47.899475,2.0412345,-0.83086586,0.021118164,0.018356323,0.014373779,2,5,2
-0.18823242,-0.33499146,9.997208,-10.450745,10.739136,-29.351807,47.899475,2.0412345,-0.83086586,0.027023315,-0.02319336,-0.006195068,2,5,2
-0.1946106,-0.30389404,9.902298,-11.447144,10.491943,-29.112244,47.97815,1.9454422,-0.78702945,0.001983643,0.017333984,-0.005996704,2,5,2
-0.23210144,-0.33580017,9.682159,-10.797119,10.824585,-29.898071,48.153107,1.9189638,-0.8766468,-0.026107788,0.021606445,-0.007019043,2,5,2
-0.13000488,-0.26400757,10.56192,-10.673523,10.00061,-29.19159,48.329346,2.178025,-0.8558746,-0.054016113,-0.040283203,0.00907898,2,5,2
-0.24806213,-0.3812561,10.0346985,-15.280151,11.810303,-32.987976,53.574677,2.1362457,-1.2658367,-0.021026611,-0.012191772,-0.04875183,3,5,3
-0.2632141,-0.38365173,9.927032,-14.805603,11.66687,-32.595825,54.115143,2.2905986,-1.2718655,-0.022644043,0.015090942,-0.03755188,3,5,3
-0.220932,-0.34136963,9.926224,-15.020752,10.786438,-30.60608,54.115143,2.2905986,-1.2718655,-0.02407837,0.003890991,-0.001922607,3,5,3
-0.28234863,-0.40119934,9.992432,-15.597534,12.225342,-30.44281,54.431824,2.5109978,-1.3673168,-0.042816162,0.023239136,-0.009857178,3,5,3
-0.2576294,-0.34457397,9.935806,-15.597534,12.225342,-30.44281,54.370728,2.4706998,-1.3748333,-0.005752564,-0.001617432,-0.003952026,3,5,3
-0.17068481,-0.42114258,10.043472,-14.280701,11.672974,-30.897522,54.370728,2.4706998,-1.3748333,-0.017562866,-0.000579834,0.008468628,3,5,3
-0.2281189,-0.42910767,9.95015,-14.355469,10.784912,-29.544067,54.34845,2.4699886,-1.3863463,0.005844116,0.022018433,-0.005996704,3,5,3
-0.117248535,-0.3900299,9.887939,-14.355469,10.784912,-29.544067,54.504364,2.452619,-1.4444416,0.00340271,0.008163452,-0.02330017,3,5,3
-0.41714478,-0.4562378,9.797012,-13.513184,11.851501,-31.64978,54.51245,2.597583,-1.5389749,-0.05014038,0.042160034,-0.01637268,3,5,3
-0.031906128,-0.60697937,10.305084,-13.647461,11.431885,-30.751038,54.51245,2.597583,-1.5389749,0.04005432,-0.006500244,0.032684326,3,5,3
-0.18823242,-0.0973053,10.070602,-17.93518,10.319519,-34.6756,61.11664,0.17117834,-0.84696966,-0.11550903,0.048477173,-0.014129639,4,5,4
-0.095718384,0.0765686,9.75235,-16.133118,10.700989,-38.414,61.209778,0.14967424,-1.0554725,-0.009628296,-0.059432983,0.02128601,4,5,4
-0.25523376,-0.014358521,10.127228,-18.258667,9.657288,-34.35974,61.25293,0.5893557,-1.1438894,-0.008392334,0.036468506,-0.013320923,4,5,4
-0.16351318,0.003982544,9.924637,-18.258667,9.657288,-34.35974,61.25293,0.5893557,-1.1438894,0.017440796,-0.000793457,-0.022277832,4,5,4
-0.24247742,-0.019943237,10.0346985,-15.77301,9.017944,-35.81848,61.312775,0.52184665,-1.1371546,-0.001480103,0.022003174,-0.016983032,4,5,4
-0.29512024,-0.04147339,10.129623,-17.33551,8.233643,-33.70514,61.398865,0.5211844,-1.2150306,0.043518066,0.01550293,-0.010070801,4,5,4
-0.27597046,-0.023132324,9.804184,-16.192627,8.485413,-34.88922,61.65384,0.35703388,-1.3131015,0.058181763,0.009185791,0.002349854,4,5,4
-0.32463074,-0.01675415,9.927826,-16.934204,9.141541,-34.976196,61.820984,0.13623025,-1.4443226,0.004425049,0.012237549,0.004394531,4,5,4
-0.25842285,-0.00239563,9.777878,-16.566467,8.483887,-35.084534,61.8515,0.16359618,-1.5309502,-0.009216309,0.025268555,0.020065308,4,5,4
-0.26081848,-0.0765686,10.270798,-16.308594,9.0286255,-33.87146,61.8515,0.16359618,-1.5309502,-0.107162476,-0.020126343,0.025970459,4,5,4
0.09490967,-0.38842773,9.843277,-21.813965,6.2194824,-36.524963,76.47385,1.7040213,0.42611766,-0.061950684,0.059066772,0.06629944,5,5,5
0.04386902,-0.40997314,10.029114,-22.857666,5.7876587,-35.455322,76.26532,1.9238385,0.22182232,-0.1670227,0.07800293,0.035949707,5,5,5
-0.035095215,-0.4107666,10.106491,-21.673584,6.324768,-34.49402,76.17441,2.6984951,-0.2812808,-0.061340332,0.06782532,0.031677246,5,5,5
-0.06858826,-0.49131775,10.099304,-21.673584,6.324768,-34.49402,76.17441,2.6984951,-0.2812808,-0.060531616,0.032196045,0.02923584,5,5,5
-0.21455383,-0.47937012,10.009979,-19.522095,4.9209595,-34.480286,76.38733,2.803804,-0.5527353,0.028656006,0.04135132,0.017837524,5,5,5
-0.10926819,-0.5168457,9.974884,-19.503784,5.5023193,-33.651733,76.38733,2.803804,-0.5527353,0.037612915,0.04624939,0.055908203,5,5,5
-0.15872192,-0.45463562,9.885544,-19.503784,5.5023193,-33.651733,76.26279,2.5729904,-0.8548339,0.040252686,0.03829956,0.03453064,5,5,5
-0.19779968,-0.43469238,10.08017,-20.059204,5.9783936,-35.6308,76.16467,2.5834553,-1.0111256,-0.007995606,0.0393219,0.047348022,5,5,5
-0.33021545,-0.3892212,9.571289,-19.537354,5.46875,-34.64203,76.16467,2.5834553,-1.0111256,0.061843872,0.059890747,0.017623901,5,5,5
-0.19621277,-0.43867493,10.280365,-19.760132,6.4849854,-34.111023,76.238464,2.369553,-1.2312546,-0.12854004,-0.055770874,0.04573059,5,5,5
-0.15553284,-0.14915466,10.260422,-20.63446,4.0527344,-35.317993,82.75281,0.88053626,-0.7171473,0.04698181,-0.01953125,0.024551392,6,5,6
-0.14596558,-0.19940186,9.536194,-20.17517,3.0914307,-32.418823,83.196106,1.5492828,-0.9748903,0.14634705,-0.059432983,0.10090637,6,5,6
0.027923584,-0.044662476,9.767502,-20.63446,4.0527344,-35.317993,82.75281,0.88053626,-0.7171473,0.08363342,0.003082275,0.04246521,6,5,6
0.06539917,0.023925781,9.824127,-18.52417,1.2802124,-33.444214,82.713806,0.37526503,-0.4673522,0.058792114,-0.06817627,0.015594482,6,5,6
-0.18345642,0.10449219,10.218155,-17.96875,1.1672974,-32.89795,82.713806,0.37526503,-0.4673522,-0.03161621,0.05357361,-0.017181396,6,5,6
-0.15792847,0.1308136,9.943771,-18.455505,0.66223145,-33.106995,82.91907,0.46611062,-0.65724355,0.07182312,0.04460144,0.016799927,6,5,6
-0.2368927,0.13240051,10.001999,-17.28363,0.8514404,-32.52411,83.27829,0.006492425,-0.87509894,0.053497314,0.015899658,-0.010467529,6,5,6
-0.1308136,0.12921143,10.122437,-19.11621,0.61187744,-33.343506,83.27829,0.006492425,-0.87509894,0.068573,0.038711548,0.014770508,6,5,6
-0.17547607,0.15074158,9.812164,-19.60907,1.1871338,-33.070374,83.42944,-0.23819938,-1.0033271,0.097473145,0.057434082,0.020477295,6,5,6
-0.2576294,0.16270447,9.466797,-19.60907,1.1871338,-33.070374,83.431915,-0.7098891,-1.373054,0.036590576,0.05052185,0.010299683,6,5,6
0.003982544,-0.034301758,10.485352,-19.332886,0.61187744,-32.902527,83.559265,-0.37453339,-1.3152608,-0.09513855,-0.009750366,0.014770508,6,5,6
0.37886047,0.37727356,10.177475,-22.044373,0.9460449,-31.556702,86.66492,-2.1917846,1.299401,0.020111084,0.15008545,0.037582397,7,5,7
-0.37487793,0.26400757,10.372879,-19.207764,-1.1367798,-30.682373,86.15851,-2.2063706,0.3837978,-0.34049988,0.19203186,-0.01473999,7,5,7
-0.20100403,0.105285645,10.031509,-18.38684,-0.48980713,-27.775574,86.04407,-1.3926879,-0.46560535,0.10461426,0.0446167,0.09194946,7,5,7
-0.049453735,0.31185913,9.556137,-18.38684,-0.48980713,-27.775574,86.04407,-1.3926879,-0.46560535,0.037200928,0.009384155,0.053268433,7,5,7
-0.049453735,0.16828918,10.021133,-19.64569,-1.2496948,-28.663635,85.90619,-1.0138773,-0.89470065,-0.14950562,0.12136841,0.018035889,7,5,7
0.3692932,0.55752563,9.349548,-20.161438,-0.29144287,-32.087708,86.45746,-2.2558362,0.8123584,-0.019195557,0.13664246,0.07687378,7,5,7
-0.25602722,0.13160706,10.143982,-18.966675,-0.41809082,-29.190063,85.90619,-1.0138773,-0.89470065,-0.04159546,0.079422,0.046951294,7,5,7
-0.1898346,0.20259094,10.025131,-18.966675,-0.41809082,-29.190063,85.80463,-0.7830568,-1.2806593,-0.028762817,0.0340271,0.04612732,7,5,7
-0.18583679,0.2121582,9.989243,-17.437744,-0.73547363,-28.627014,85.80463,-0.7830568,-1.2806593,-0.003097534,0.029754639,0.027801514,7,5,7
-0.25683594,0.18106079,10.1176605,-16.9281,-1.1703491,-28.855896,85.91443,-0.7820464,-1.3762193,0.010131836,0.044815063,0.030456543,7,5,7
-0.25523376,0.16111755,9.785843,-17.19513,-0.20904541,-28.866577,86.1199,-0.9143617,-1.6916465,0.020309448,0.051116943,0.014572144,7,5,7
-0.48335266,0.18185425,9.893524,-16.667175,-0.2243042,-29.066467,86.1199,-0.9143617,-1.6916465,-0.10348511,0.004302979,0.024963379,7,5,7
-0.059814453,0.3078766,9.743576,-15.922546,3.40271,-29.092407,80.50903,-1.1890122,-0.062302493,-0.24481201,0.18856812,-0.033676147,8,5,8
0.16828918,0.10368347,9.952545,-16.241455,0.6088257,-27.52533,80.361206,-0.8812942,0.10644726,0.09259033,0.054992676,0.04043579,8,5,8
-0.33021545,-0.042266846,10.395218,-15.922546,3.40271,-29.092407,80.31384,-0.548559,-0.9559505,0.055130005,0.068847656,0.026992798,8,5,8
-0.06460571,0.13798523,9.574478,-14.466858,1.0879517,-28.405762,80.31384,-0.548559,-0.9559505,0.02458191,0.04093933,-0.00151062,8,5,8
-0.20578003,0.047058105,9.911865,-14.201355,1.8936157,-27.83966,80.57782,-0.29368517,-1.3632641,-0.098602295,0.081466675,-0.047729492,8,5,8
-0.38923645,0.0717926,10.257233,-14.309692,1.9897461,-28.434753,80.57782,-0.29368517,-1.3632641,-0.05441284,0.04725647,-0.013931274,8,5,8
-0.36769104,0.110076904,10.100906,-15.258789,1.2023926,-27.275085,80.64517,-0.1108122,-1.5367607,0.01399231,0.006134033,-0.023086548,8,5,8
-0.28953552,0.15553284,9.966904,-14.955139,1.4816284,-27.342224,81.08511,-0.32784566,-1.6140784,0.045150757,0.013458252,-0.013519287,8,5,8
-0.38204956,0.005584717,9.854446,-15.652466,1.184082,-27.008057,81.280975,-0.38049334,-1.7719921,0.017044067,0.043792725,-0.000900269,8,5,8
-0.1898346,-0.2783661,9.852844,-13.702393,5.383301,-27.85492,74.72211,1.986764,-1.8792098,0.04310608,-0.041107178,0.006027222,9,5,9
-0.2975006,-0.28076172,9.87677,-13.792419,4.2495728,-26.986694,74.83502,1.8553616,-1.7486867,-0.006149292,0.007156372,-0.035110474,9,5,9
-0.3166504,-0.28155518,10.012375,-14.251709,4.9484253,-26.68457,74.83502,1.8553616,-1.7486867,-0.01776123,0.005111694,-0.020843506,9,5,9
-0.2959137,-0.26560974,9.931015,-13.999939,4.310608,-24.557495,75.087036,1.96718,-1.7598368,-0.01675415,3.05E-05,-0.034500122,9,5,9
-0.40518188,-0.12841797,10.10968,-13.999939,4.310608,-24.557495,75.087036,1.96718,-1.7598368,0.008499146,0.045028687,-0.036727905,9,5,9
-0.35253906,-0.28793335,9.49472,-12.059021,3.5858154,-26.390076,74.98096,1.8055283,-1.9532932,-0.06929016,-0.029708862,0.007659912,9,5,9
-0.3429718,-0.31185913,9.474777,-11.672974,5.4138184,-26.57013,71.72653,2.253636,-1.9372293,0.13717651,-0.052505493,0.00642395,10,5,10
-0.37327576,-0.29830933,9.854446,-10.272217,4.864502,-26.113892,71.66345,1.7835299,-1.7628312,-0.12425232,0.052963257,-0.0501709,10,5,10
-0.38763428,-0.3637085,10.167908,-10.47821,4.248047,-25.486755,71.91681,2.4863226,-1.9624388,-0.08251953,0.005722046,-0.024108887,10,5,10
-0.33340454,-0.30308533,10.004395,-10.47821,4.248047,-25.486755,71.91681,2.4863226,-1.9624388,0.014389038,-0.015853882,-0.027374268,10,5,10
-0.3589325,-0.29431152,10.16391,-11.480713,2.5039673,-25.405884,71.98337,2.428225,-1.9040285,-0.003112793,0.03340149,-0.035308838,10,5,10
-0.24485779,-0.18823242,10.127228,-11.691284,4.588318,-26.994324,70.94824,1.7047822,-2.0140796,0.08119202,-0.009948731,-0.03326416,10,5,10
