X,Y,fingerMag
1.1,1.5,69.183805
1.1,1.6,70.234774
1.1,1.7,71.280022
1.1,1.8,72.281237
1.1,1.9,73.200512
1.1,2.0,74.011887
1.1,2.1,74.703052
1.1,2.2,75.262443
1.1,2.3,75.678495
1.1,2.4,75.939645
1.1,2.5,76.034329
1.1,2.6,75.950982
1.1,2.7,75.678041
1.1,2.8,75.207613
1.1,2.9,74.551392
1.1,3.0,73.727571
1.1,3.1,72.754346
1.1,3.2,71.649916
1.1,3.3,70.432477
1.1,3.4,69.120229
1.1,3.5,67.731366
1.1,3.6,66.284089
1.1,3.7,64.796593
1.1,3.8,63.287192
1.1,3.9,61.779143
1.1,4.1,60.302428
1.1,4.2,58.887509
1.1,4.3,57.564847
1.1,4.4,56.364904
1.1,4.5,55.318142
1.1,4.6,54.454079
1.1,4.7,53.780595
1.1,4.8,53.283965
1.1,4.9,52.949524
1.1,5.0,52.762609
1.1,5.1,52.708557
1.1,5.2,52.772704
1.1,5.3,52.940386
1.1,5.4,53.196940
1.1,5.5,53.527811
1.1,5.6,53.919858
1.1,5.7,54.360933
1.1,5.8,54.838907
1.1,5.9,55.341654
1.1,6.0,55.857046
1.1,6.1,56.372955
1.1,6.2,56.877253
1.1,6.3,57.357812
1.1,6.4,57.802519
1.1,6.5,58.204008
1.1,6.6,58.566743
1.1,6.7,58.896993
1.1,6.8,59.201028
1.1,6.9,59.485121
1.1,7.0,59.755540
1.1,7.1,60.018557
1.1,7.2,60.280442
1.1,7.3,60.547466
1.1,7.4,60.825900
1.1,7.5,61.122013
1.1,7.6,61.442077
1.1,7.7,61.792361
1.1,7.8,62.179137
1.1,7.9,62.608676
1.1,8.0,63.087247
1.2,0.0,60.686489
1.2,0.1,60.746763
1.2,0.2,60.899947
1.2,0.3,61.142252
1.2,0.4,61.469891
1.2,0.5,61.879076
1.2,0.6,62.366017
1.2,0.7,62.926927
1.2,0.8,63.558018
1.2,0.9,64.255502
1.2,1.0,65.015590
1.2,1.1,65.834494
1.2,1.2,66.708427
1.2,1.3,67.633599
1.2,1.4,68.606137
1.2,1.5,69.615585
1.2,1.6,70.640377
1.2,1.7,71.657876
1.2,1.8,72.645446
1.2,1.9,73.580503
1.2,2.0,74.441987
1.2,2.1,75.210587
1.2,2.2,75.867084
1.2,2.3,76.392262
1.2,2.4,76.766904
1.2,2.5,76.971790
1.2,2.6,76.987705
1.2,2.7,76.795430
1.2,2.8,76.380677
1.2,2.9,75.755435
1.2,3.0,74.940417
1.2,3.1,73.956345
1.2,3.2,72.823936
1.2,3.3,71.563911
1.2,3.4,70.196988
1.2,3.5,68.743888
1.2,3.6,67.225330
1.2,3.7,65.662033
1.2,3.8,64.074808
1.2,3.9,62.488366
1.2,4.1,60.932723
1.2,4.2,59.438274
1.2,4.3,58.035413
1.2,4.4,56.754536
1.2,4.5,55.626035
1.2,4.6,54.679396
1.2,4.7,53.923192
1.2,4.8,53.345119
1.2,4.9,52.931969
1.2,5.0,52.670532
1.2,5.1,52.547599
1.2,5.2,52.549959
1.2,5.3,52.664405
1.2,5.4,52.877726
1.2,5.5,53.176650
1.2,5.6,53.547080
1.2,5.7,53.974340
1.2,5.8,54.443742
1.2,5.9,54.940600
1.2,6.0,55.450224
1.2,6.1,55.957929
1.2,6.2,56.449025
1.2,6.3,56.908826
1.2,6.4,57.322659
1.2,6.5,57.681710
1.2,6.6,57.991740
1.2,6.7,58.260740
1.2,6.8,58.496703
1.2,6.9,58.707618
1.2,7.0,58.901479
1.2,7.1,59.086276
1.2,7.2,59.270001
1.2,7.3,59.460645
1.2,7.4,59.666200
1.2,7.5,59.894657
1.2,7.6,60.154007
1.2,7.7,60.452242
1.2,7.8,60.797353
1.2,7.9,61.197332
1.2,8.0,61.660171
1.3,0.0,60.319817
1.3,0.1,60.295916
1.3,0.2,60.413609
1.3,0.3,60.662312
1.3,0.4,61.031442
1.3,0.5,61.510417
1.3,0.6,62.088653
1.3,0.7,62.755567
1.3,0.8,63.500577
1.3,0.9,64.313099
1.3,1.0,65.182551
1.3,1.1,66.098349
1.3,1.2,67.049912
1.3,1.3,68.026654
1.3,1.4,69.018011
1.3,1.5,70.014657
1.3,1.6,71.009365
1.3,1.7,71.995108
1.3,1.8,72.964862
1.3,1.9,73.911301
1.3,2.0,74.818287
1.3,2.1,75.659605
1.3,2.2,76.408494
1.3,2.3,77.038190
1.3,2.4,77.521928
1.3,2.5,77.832946
1.3,2.6,77.944481
1.3,2.7,77.829768
1.3,2.8,77.468219
1.3,2.9,76.872169
1.3,3.0,76.064880
1.3,3.1,75.069623
1.3,3.2,73.909670
1.3,3.3,72.608292
1.3,3.4,71.188759
1.3,3.5,69.674342
1.3,3.6,68.088311
1.3,3.7,66.453939
1.3,3.8,64.794560
1.3,3.9,63.136254
1.3,4.1,61.508836
1.3,4.2,59.942386
1.3,4.3,58.466987
1.3,4.4,57.112718
1.3,4.5,55.909661
1.3,4.6,54.887022
1.3,4.7,54.053948
1.3,4.8,53.399554
1.3,4.9,52.912086
1.3,5.0,52.579792
1.3,5.1,52.390917
1.3,5.2,52.333708
1.3,5.3,52.396412
1.3,5.4,52.567276
1.3,5.5,52.834316
1.3,5.6,53.182570
1.3,5.7,53.594979
1.3,5.8,54.054445
1.3,5.9,54.543867
1.3,6.0,55.046145
1.3,6.1,55.544178
1.3,6.2,56.020868
1.3,6.3,56.459113
1.3,6.4,56.841832
1.3,6.5,57.158847
1.3,6.6,57.417158
1.3,6.7,57.626394
1.3,6.8,57.796184
1.3,6.9,57.936157
1.3,7.0,58.055942
1.3,7.1,58.165166
1.3,7.2,58.273460
1.3,7.3,58.390453
1.3,7.4,58.525771
1.3,7.5,58.689046
1.3,7.6,58.889905
1.3,7.7,59.137977
1.3,7.8,59.442891
1.3,7.9,59.814277
1.3,8.0,60.261761
1.4,0.0,59.872449
1.4,0.1,59.789842
1.4,0.2,59.891354
1.4,0.3,60.160259
1.4,0.4,60.579831
1.4,0.5,61.133342
1.4,0.6,61.804066
1.4,0.7,62.575277
1.4,0.8,63.430248
1.4,0.9,64.352251
1.4,1.0,65.324561
1.4,1.1,66.330451
1.4,1.2,67.353194
1.4,1.3,68.376064
1.4,1.4,69.382445
1.4,1.5,70.364253
1.4,1.6,71.327807
1.4,1.7,72.280810
1.4,1.8,73.230967
1.4,1.9,74.185357
1.4,2.0,75.132498
1.4,2.1,76.039704
1.4,2.2,76.873129
1.4,2.3,77.598928
1.4,2.4,78.183256
1.4,2.5,78.592268
1.4,2.6,78.792119
1.4,2.7,78.748962
1.4,2.8,78.436302
1.4,2.9,77.866823
1.4,3.0,77.066216
1.4,3.1,76.060182
1.4,3.2,74.874420
1.4,3.3,73.534632
1.4,3.4,72.066517
1.4,3.5,70.495776
1.4,3.6,68.848109
1.4,3.7,67.149216
1.4,3.8,65.424834
1.4,3.9,63.702297
1.4,4.1,62.011110
1.4,4.2,60.380931
1.4,4.3,58.841418
1.4,4.4,57.422231
1.4,4.5,56.153027
1.4,4.6,55.062630
1.4,4.7,54.160640
1.4,4.8,53.437467
1.4,4.9,52.882691
1.4,5.0,52.485888
1.4,5.1,52.236638
1.4,5.2,52.124518
1.4,5.3,52.139107
1.4,5.4,52.269982
1.4,5.5,52.506345
1.4,5.6,52.832469
1.4,5.7,53.229173
1.4,5.8,53.677202
1.4,5.9,54.157302
1.4,6.0,54.650220
1.4,6.1,55.136702
1.4,6.2,55.597493
1.4,6.3,56.013341
1.4,6.4,56.365011
1.4,6.5,56.641117
1.4,6.6,56.849799
1.4,6.7,57.002182
1.4,6.8,57.109392
1.4,6.9,57.182555
1.4,7.0,57.232798
1.4,7.1,57.271247
1.4,7.2,57.309027
1.4,7.3,57.357265
1.4,7.4,57.427087
1.4,7.5,57.529619
1.4,7.6,57.675987
1.4,7.7,57.877317
1.4,7.8,58.144735
1.4,7.9,58.489368
1.4,8.0,58.922341
1.5,0.0,59.368362
1.5,0.1,59.255108
1.5,0.2,59.360128
1.5,0.3,59.661541
1.5,0.4,60.137464
1.5,0.5,60.766014
1.5,0.6,61.525310
1.5,0.7,62.393469
1.5,0.8,63.348608
1.5,0.9,64.368847
1.5,1.0,65.432301
1.5,1.1,66.517090
1.5,1.2,67.601331
1.5,1.3,68.663142
1.5,1.4,69.680834
1.5,1.5,70.647604
1.5,1.6,71.581770
1.5,1.7,72.504072
1.5,1.8,73.435248
1.5,1.9,74.395122
1.5,2.0,75.376335
1.5,2.1,76.340478
1.5,2.2,77.247446
1.5,2.3,78.057131
1.5,2.4,78.729427
1.5,2.5,79.224229
1.5,2.6,79.501429
1.5,2.7,79.520922
1.5,2.8,79.250987
1.5,2.9,78.704626
1.5,3.0,77.909685
1.5,3.1,76.894020
1.5,3.2,75.685487
1.5,3.3,74.311942
1.5,3.4,72.801241
1.5,3.5,71.181241
1.5,3.6,69.479797
1.5,3.7,67.724766
1.5,3.8,65.944017
1.5,3.9,64.165989
1.5,4.1,62.419891
1.5,4.2,60.734992
1.5,4.3,59.140556
1.5,4.4,57.665851
1.5,4.5,56.340143
1.5,4.6,55.191891
1.5,4.7,54.231042
1.5,4.8,53.449058
1.5,4.9,52.836598
1.5,5.0,52.384321
1.5,5.1,52.082887
1.5,5.2,51.922956
1.5,5.3,51.895186
1.5,5.4,51.990238
1.5,5.5,52.198272
1.5,5.6,52.502921
1.5,5.7,52.883243
1.5,5.8,53.318199
1.5,5.9,53.786753
1.5,6.0,54.267865
1.5,6.1,54.740499
1.5,6.2,55.183615
1.5,6.3,55.576177
1.5,6.4,55.897169
1.5,6.5,56.134219
1.5,6.6,56.296464
1.5,6.7,56.396330
1.5,6.8,56.446244
1.5,6.9,56.458632
1.5,7.0,56.445921
1.5,7.1,56.420538
1.5,7.2,56.394909
1.5,7.3,56.381461
1.5,7.4,56.392621
1.5,7.5,56.440815
1.5,7.6,56.538470
1.5,7.7,56.698012
1.5,7.8,56.931868
1.5,7.9,57.252465
1.5,8.0,57.672230
1.6,0.0,58.831530
1.6,0.1,58.718283
1.6,0.2,58.846879
1.6,0.3,59.191605
1.6,0.4,59.726748
1.6,0.5,60.426596
1.6,0.6,61.265435
1.6,0.7,62.217553
1.6,0.8,63.257238
1.6,0.9,64.358775
1.6,1.0,65.496454
1.6,1.1,66.644560
1.6,1.2,67.777380
1.6,1.3,68.869204
1.6,1.4,69.894576
1.6,1.5,70.847941
1.6,1.6,71.757323
1.6,1.7,72.653985
1.6,1.8,73.569189
1.6,1.9,74.533044
1.6,2.0,75.541508
1.6,2.1,76.551524
1.6,2.2,77.517901
1.6,2.3,78.395449
1.6,2.4,79.138979
1.6,2.5,79.703300
1.6,2.6,80.043222
1.6,2.7,80.113554
1.6,2.8,79.878336
1.6,2.9,79.350807
1.6,3.0,78.560545
1.6,3.1,77.537138
1.6,3.2,76.310170
1.6,3.3,74.909231
1.6,3.4,73.363907
1.6,3.5,71.703785
1.6,3.6,69.958452
1.6,3.7,68.157495
1.6,3.8,66.330497
1.6,3.9,64.506819
1.6,4.1,62.715524
1.6,4.2,60.985654
1.6,4.3,59.346252
1.6,4.4,57.826358
1.6,4.5,56.455015
1.6,4.6,55.260476
1.6,4.7,54.252931
1.6,4.8,53.424525
1.6,4.9,52.766623
1.6,5.0,52.270590
1.6,5.1,51.927790
1.6,5.2,51.729588
1.6,5.3,51.667349
1.6,5.4,51.732437
1.6,5.5,51.915631
1.6,5.6,52.200066
1.6,5.7,52.563510
1.6,5.8,52.983624
1.6,5.9,53.438065
1.6,6.0,53.904494
1.6,6.1,54.360568
1.6,6.2,54.783947
1.6,6.3,55.152289
1.6,6.4,55.443280
1.6,6.5,55.643851
1.6,6.6,55.763955
1.6,6.7,55.817066
1.6,6.8,55.816658
1.6,6.9,55.776205
1.6,7.0,55.709181
1.6,7.1,55.629059
1.6,7.2,55.549313
1.6,7.3,55.483417
1.6,7.4,55.444845
1.6,7.5,55.447071
1.6,7.6,55.503568
1.6,7.7,55.627811
1.6,7.8,55.833273
1.6,7.9,56.133428
1.6,8.0,56.541751
1.7,0.0,58.285929
1.7,0.1,58.205936
1.7,0.2,58.378552
1.7,0.3,58.775897
1.7,0.4,59.370090
1.7,0.5,60.133250
1.7,0.6,61.037495
1.7,0.7,62.054943
1.7,0.8,63.157714
1.7,0.9,64.317927
1.7,1.0,65.507699
1.7,1.1,66.699150
1.7,1.2,67.864399
1.7,1.3,68.975564
1.7,1.4,70.005068
1.7,1.5,70.948495
1.7,1.6,71.840534
1.7,1.7,72.719642
1.7,1.8,73.624275
1.7,1.9,74.591573
1.7,2.0,75.619730
1.7,2.1,76.662436
1.7,2.2,77.670951
1.7,2.3,78.596536
1.7,2.4,79.390450
1.7,2.5,80.003953
1.7,2.6,80.388306
1.7,2.7,80.494768
1.7,2.8,80.284408
1.7,2.9,79.770594
1.7,3.0,78.984055
1.7,3.1,77.955534
1.7,3.2,76.715773
1.7,3.3,75.295511
1.7,3.4,73.725493
1.7,3.5,72.036458
1.7,3.6,70.259149
1.7,3.7,68.424307
1.7,3.8,66.562659
1.7,3.9,64.704279
1.7,4.1,62.878352
1.7,4.2,61.114003
1.7,4.3,59.440354
1.7,4.4,57.886530
1.7,4.5,56.481652
1.7,4.6,55.254059
1.7,4.7,54.214081
1.7,4.8,53.354066
1.7,4.9,52.665581
1.7,5.0,52.140194
1.7,5.1,51.769472
1.7,5.2,51.544982
1.7,5.3,51.458292
1.7,5.4,51.500970
1.7,5.5,51.663959
1.7,5.6,51.930046
1.7,5.7,52.276297
1.7,5.8,52.679661
1.7,5.9,53.117086
1.7,6.0,53.565519
1.7,6.1,54.001908
1.7,6.2,54.403201
1.7,6.3,54.746345
1.7,6.4,55.008316
1.7,6.5,55.175709
1.7,6.6,55.259073
1.7,6.7,55.272617
1.7,6.8,55.230554
1.7,6.9,55.147094
1.7,7.0,55.036449
1.7,7.1,54.912829
1.7,7.2,54.790445
1.7,7.3,54.683510
1.7,7.4,54.606233
1.7,7.5,54.572826
1.7,7.6,54.597499
1.7,7.7,54.694465
1.7,7.8,54.877933
1.7,7.9,55.162116
1.7,8.0,55.561224
1.8,0.0,57.752758
1.8,0.1,57.740813
1.8,0.2,57.977763
1.8,0.3,58.435487
1.8,0.4,59.085864
1.8,0.5,59.900771
1.8,0.6,60.852089
1.8,0.7,61.911695
1.8,0.8,63.051469
1.8,0.9,64.243288
1.8,1.0,65.459033
1.8,1.1,66.670580
1.8,1.2,67.849810
1.8,1.3,68.968601
1.8,1.4,69.999150
1.8,1.5,70.938007
1.8,1.6,71.822833
1.8,1.7,72.695246
1.8,1.8,73.596869
1.8,1.9,74.567934
1.8,2.0,75.607550
1.8,2.1,76.667848
1.8,2.2,77.698390
1.8,2.3,78.648736
1.8,2.4,79.468449
1.8,2.5,80.107091
1.8,2.6,80.514223
1.8,2.7,80.639407
1.8,2.8,80.442279
1.8,2.9,79.936183
1.8,3.0,79.152297
1.8,3.1,78.121810
1.8,3.2,76.875910
1.8,3.3,75.445786
1.8,3.4,73.862626
1.8,3.5,72.157620
1.8,3.6,70.361956
1.8,3.7,68.506822
1.8,3.8,66.623393
1.8,3.9,64.742210
1.8,4.1,62.892956
1.8,4.2,61.105253
1.8,4.3,59.408722
1.8,4.4,57.832985
1.8,4.5,56.407662
1.8,4.6,55.161572
1.8,4.7,54.105094
1.8,4.8,53.230198
1.8,4.9,52.528052
1.8,5.0,51.989828
1.8,5.1,51.606696
1.8,5.2,51.369826
1.8,5.3,51.270387
1.8,5.4,51.299551
1.8,5.5,51.447878
1.8,5.6,51.697979
1.8,5.7,52.026889
1.8,5.8,52.411524
1.8,5.9,52.828803
1.8,6.0,53.255643
1.8,6.1,53.668962
1.8,6.2,54.045679
1.8,6.3,54.362711
1.8,6.4,54.597002
1.8,6.5,54.735226
1.8,6.6,54.788267
1.8,6.7,54.770716
1.8,6.8,54.697163
1.8,6.9,54.582198
1.8,7.0,54.440409
1.8,7.1,54.286388
1.8,7.2,54.134724
1.8,7.3,54.000007
1.8,7.4,53.896826
1.8,7.5,53.839772
1.8,7.6,53.843434
1.8,7.7,53.922402
1.8,7.8,54.091266
1.8,7.9,54.364616
1.8,8.0,54.757041
1.9,0.0,57.237309
1.9,0.1,57.323780
1.9,0.2,57.642322
1.9,0.3,58.166363
1.9,0.4,58.869334
1.9,0.5,59.724662
1.9,0.6,60.705778
1.9,0.7,61.786110
1.9,0.8,62.939087
1.9,0.9,64.138139
1.9,1.0,65.356695
1.9,1.1,66.568184
1.9,1.2,67.746036
1.9,1.3,68.863678
1.9,1.4,69.894849
1.9,1.5,70.836777
1.9,1.6,71.726351
1.9,1.7,72.604282
1.9,1.8,73.511278
1.9,1.9,74.486680
1.9,2.0,75.529221
1.9,2.1,76.591249
1.9,2.2,77.622575
1.9,2.3,78.573007
1.9,2.4,79.392359
1.9,2.5,80.030440
1.9,2.6,80.437061
1.9,2.7,80.562033
1.9,2.8,80.365175
1.9,2.9,79.859673
1.9,3.0,79.076429
1.9,3.1,78.046355
1.9,3.2,76.800367
1.9,3.3,75.369376
1.9,3.4,73.784297
1.9,3.5,72.076043
1.9,3.6,70.275528
1.9,3.7,68.413665
1.9,3.8,66.521364
1.9,3.9,64.629364
1.9,4.1,62.768171
1.9,4.2,60.968275
1.9,4.3,59.260167
1.9,4.4,57.674337
1.9,4.5,56.241274
1.9,4.6,54.990628
1.9,4.7,53.932744
1.9,4.8,53.058692
1.9,4.9,52.358708
1.9,5.0,51.823025
1.9,5.1,51.441878
1.9,5.2,51.205501
1.9,5.3,51.104128
1.9,5.4,51.127995
1.9,5.5,51.266793
1.9,5.6,51.503127
1.9,5.7,51.814633
1.9,5.8,52.178841
1.9,5.9,52.573284
1.9,6.0,52.975492
1.9,6.1,53.362997
1.9,6.2,53.713331
1.9,6.3,54.004025
1.9,6.4,54.212637
1.9,6.5,54.326299
1.9,6.6,54.355973
1.9,6.7,54.316268
1.9,6.8,54.221790
1.9,6.9,54.087149
1.9,7.0,53.926950
1.9,7.1,53.755803
1.9,7.2,53.588316
1.9,7.3,53.439095
1.9,7.4,53.322749
1.9,7.5,53.253885
1.9,7.6,53.247111
1.9,7.7,53.317036
1.9,7.8,53.478267
1.9,7.9,53.745411
1.9,8.0,54.133076
2.0,0.0,56.739220
2.0,0.1,56.947924
2.0,0.2,57.361222
2.0,0.3,57.955603
2.0,0.4,58.707556
2.0,0.5,59.593569
2.0,0.6,60.590132
2.0,0.7,61.673731
2.0,0.8,62.820856
2.0,0.9,64.007995
2.0,1.0,65.211636
2.0,1.1,66.408269
2.0,1.2,67.574381
2.0,1.3,68.686461
2.0,1.4,69.721269
2.0,1.5,70.676314
2.0,1.6,71.584133
2.0,1.7,72.480637
2.0,1.8,73.401738
2.0,1.9,74.382080
2.0,2.0,75.418840
2.0,2.1,76.466380
2.0,2.2,77.476723
2.0,2.3,78.401894
2.0,2.4,79.193915
2.0,2.5,79.804811
2.0,2.6,80.186605
2.0,2.7,80.291321
2.0,2.8,80.080597
2.0,2.9,79.567345
2.0,3.0,78.781497
2.0,3.1,77.752994
2.0,3.2,76.511781
2.0,3.3,75.087801
2.0,3.4,73.510996
2.0,3.5,71.811309
2.0,3.6,70.018683
2.0,3.7,68.163062
2.0,3.8,66.274403
2.0,3.9,64.383346
2.0,4.1,62.521451
2.0,4.2,60.720346
2.0,4.3,59.011658
2.0,4.4,57.427015
2.0,4.5,55.998043
2.0,4.6,54.755478
2.0,4.7,53.709553
2.0,4.8,52.850038
2.0,4.9,52.165809
2.0,5.0,51.645746
2.0,5.1,51.278728
2.0,5.2,51.053635
2.0,5.3,50.959344
2.0,5.4,50.984736
2.0,5.5,51.118254
2.0,5.6,51.342668
2.0,5.7,51.636768
2.0,5.8,51.979259
2.0,5.9,52.348849
2.0,6.0,52.724242
2.0,6.1,53.084147
2.0,6.2,53.407268
2.0,6.3,53.672313
2.0,6.4,53.858013
2.0,6.5,53.952285
2.0,6.6,53.965912
2.0,6.7,53.913172
2.0,6.8,53.808344
2.0,6.9,53.665709
2.0,7.0,53.499544
2.0,7.1,53.324129
2.0,7.2,53.153743
2.0,7.3,53.002665
2.0,7.4,52.885175
2.0,7.5,52.815552
2.0,7.6,52.808074
2.0,7.7,52.877021
2.0,7.8,53.036672
2.0,7.9,53.301307
2.0,8.0,53.685204
2.1,0.0,56.258126
2.1,0.1,56.606322
2.1,0.2,57.123446
2.1,0.3,57.790272
2.1,0.4,58.587576
2.1,0.5,59.496132
2.1,0.6,60.496714
2.1,0.7,61.570099
2.1,0.8,62.697059
2.1,0.9,63.858371
2.1,1.0,65.034810
2.1,1.1,66.207148
2.1,1.2,67.356163
2.1,1.3,68.462628
2.1,1.4,69.507531
2.1,1.5,70.488146
2.1,1.6,71.429236
2.1,1.7,72.358215
2.1,1.8,73.302495
2.1,1.9,74.288416
2.1,2.0,75.310514
2.1,2.1,76.326992
2.1,2.2,77.294066
2.1,2.3,78.167953
2.1,2.4,78.904870
2.1,2.5,79.461033
2.1,2.6,79.792658
2.1,2.7,79.855963
2.1,2.8,79.616060
2.1,2.9,79.085495
2.1,3.0,78.292562
2.1,3.1,77.265565
2.1,3.2,76.032808
2.1,3.3,74.622593
2.1,3.4,73.063226
2.1,3.5,71.383010
2.1,3.6,69.610248
2.1,3.7,67.773245
2.1,3.8,65.900348
2.1,3.9,64.021770
2.1,4.1,62.170260
2.1,4.2,60.378751
2.1,4.3,58.680173
2.1,4.4,57.107457
2.1,4.5,55.693534
2.1,4.6,54.470380
2.1,4.7,53.448053
2.1,4.8,52.614726
2.1,4.9,51.957619
2.1,5.0,51.463957
2.1,5.1,51.120962
2.1,5.2,50.915856
2.1,5.3,50.835862
2.1,5.4,50.868203
2.1,5.5,50.999808
2.1,5.6,51.213778
2.1,5.7,51.490530
2.1,5.8,51.810422
2.1,5.9,52.153815
2.1,6.0,52.501070
2.1,6.1,52.832545
2.1,6.2,53.128602
2.1,6.3,53.369599
2.1,6.4,53.535921
2.1,6.5,53.616539
2.1,6.6,53.621802
2.1,6.7,53.565327
2.1,6.8,53.460732
2.1,6.9,53.321637
2.1,7.0,53.161658
2.1,7.1,52.994415
2.1,7.2,52.833524
2.1,7.3,52.692605
2.1,7.4,52.585276
2.1,7.5,52.525154
2.1,7.6,52.525857
2.1,7.7,52.601004
2.1,7.8,52.764213
2.1,7.9,53.029102
2.1,8.0,53.409289
2.2,0.0,55.793657
2.2,0.1,56.292053
2.2,0.2,56.917978
2.2,0.3,57.657438
2.2,0.4,58.496439
2.2,0.5,59.420988
2.2,0.6,60.417091
2.2,0.7,61.470754
2.2,0.8,62.567984
2.2,0.9,63.694787
2.2,1.0,64.837170
2.2,1.1,65.981138
2.2,1.2,67.112698
2.2,1.3,68.217857
2.2,1.4,69.282754
2.2,1.5,70.303796
2.2,1.6,71.294716
2.2,1.7,72.270916
2.2,1.8,73.247798
2.2,1.9,74.239967
2.2,2.0,75.238353
2.2,2.1,76.206841
2.2,2.2,77.107836
2.2,2.3,77.903745
2.2,2.4,78.556975
2.2,2.5,79.029932
2.2,2.6,79.285022
2.2,2.7,79.284653
2.2,2.8,78.999079
2.2,2.9,78.440420
2.2,3.0,77.634688
